| Agent    0 | Location(x,y) = (  41,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   91 | Location (x,y) = ( 325,  22) in Environment -   DerivENV | High-Level-State 0
| Agent   90 | Location (x,y) = ( 149,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   89 | Location (x,y) = ( 353,  54) in Environment -   DerivENV | High-Level-State 0
| Agent   88 | Location (x,y) = ( 150,  90) in Environment -   DerivENV | High-Level-State 0
| Agent   87 | Location (x,y) = (  91,  66) in Environment -   DerivENV | High-Level-State 2
| Agent   86 | Location (x,y) = ( 185,  30) in Environment -   DerivENV | High-Level-State 0
| Agent   85 | Location (x,y) = ( 142,   5) in Environment -   DerivENV | High-Level-State 0
| Agent   84 | Location (x,y) = ( 123,  41) in Environment -   DerivENV | High-Level-State 2
| Agent   83 | Location (x,y) = ( 323,  68) in Environment -   DerivENV | High-Level-State 2
| Agent   82 | Location (x,y) = ( 269,   9) in Environment -   DerivENV | High-Level-State 0
| Agent   81 | Location (x,y) = (   1,  76) in Environment -   DerivENV | High-Level-State 0
| Agent   80 | Location (x,y) = (  77,  52) in Environment -   DerivENV | High-Level-State 0
| Agent   79 | Location (x,y) = (  47,  22) in Environment -   DerivENV | High-Level-State 0
| Agent   78 | Location (x,y) = ( 187,  34) in Environment -   DerivENV | High-Level-State 0
| Agent   77 | Location (x,y) = ( 310,  62) in Environment -   DerivENV | High-Level-State 0
| Agent   76 | Location (x,y) = ( 218,  65) in Environment -   DerivENV | High-Level-State 0
| Agent   75 | Location (x,y) = (  12,  71) in Environment -   DerivENV | High-Level-State 0
| Agent   74 | Location (x,y) = ( 178,  74) in Environment -   DerivENV | High-Level-State 0
| Agent   73 | Location (x,y) = ( 228,   7) in Environment -   DerivENV | High-Level-State 0
| Agent   72 | Location (x,y) = ( 366,  78) in Environment -   DerivENV | High-Level-State 0
| Agent   71 | Location (x,y) = ( 329,  25) in Environment -   DerivENV | High-Level-State 0
| Agent   70 | Location (x,y) = ( 203,  53) in Environment -   DerivENV | High-Level-State 0
| Agent   69 | Location (x,y) = ( 374,  26) in Environment -   DerivENV | High-Level-State 0
| Agent   68 | Location (x,y) = ( 381,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   67 | Location (x,y) = (  38,  54) in Environment -   DerivENV | High-Level-State 0
| Agent   66 | Location (x,y) = ( 398,  34) in Environment -   DerivENV | High-Level-State 0
| Agent   65 | Location (x,y) = ( 288,  53) in Environment -   DerivENV | High-Level-State 0
| Agent   64 | Location (x,y) = ( 202,  87) in Environment -   DerivENV | High-Level-State 2
| Agent   63 | Location (x,y) = ( 134,  83) in Environment -   DerivENV | High-Level-State 0
| Agent   62 | Location (x,y) = ( 240,  24) in Environment -   DerivENV | High-Level-State 0
| Agent   61 | Location (x,y) = ( 347,  94) in Environment -   DerivENV | High-Level-State 0
| Agent   60 | Location (x,y) = ( 398,  37) in Environment -   DerivENV | High-Level-State 0
| Agent   59 | Location (x,y) = ( 180,  42) in Environment -   DerivENV | High-Level-State 0
| Agent   58 | Location (x,y) = ( 399,  47) in Environment -   DerivENV | High-Level-State 0
| Agent   57 | Location (x,y) = ( 245,  44) in Environment -   DerivENV | High-Level-State 0
| Agent   56 | Location (x,y) = ( 167,  95) in Environment -   DerivENV | High-Level-State 0
| Agent   55 | Location (x,y) = ( 266,  39) in Environment -   DerivENV | High-Level-State 0
| Agent   54 | Location (x,y) = (  91,  15) in Environment -   DerivENV | High-Level-State 2
| Agent   53 | Location (x,y) = ( 399,   4) in Environment -   DerivENV | High-Level-State 0
| Agent   52 | Location (x,y) = ( 145,  44) in Environment -   DerivENV | High-Level-State 0
| Agent   51 | Location (x,y) = (  71,  90) in Environment -   DerivENV | High-Level-State 0
| Agent   50 | Location (x,y) = ( 132,  94) in Environment -   DerivENV | High-Level-State 0
| Agent   49 | Location (x,y) = (   0,  95) in Environment -   DerivENV | High-Level-State 2
| Agent   48 | Location (x,y) = ( 367,  13) in Environment -   DerivENV | High-Level-State 0
| Agent   47 | Location (x,y) = ( 292,  25) in Environment -   DerivENV | High-Level-State 2
| Agent   46 | Location (x,y) = ( 225,  15) in Environment -   DerivENV | High-Level-State 0
| Agent   45 | Location (x,y) = ( 194,  49) in Environment -   DerivENV | High-Level-State 0
| Agent   44 | Location (x,y) = (  87,  39) in Environment -   DerivENV | High-Level-State 0
| Agent   43 | Location (x,y) = ( 394,  82) in Environment -   DerivENV | High-Level-State 0
| Agent   42 | Location (x,y) = ( 165,  55) in Environment -   DerivENV | High-Level-State 2
| Agent   41 | Location (x,y) = ( 222,   3) in Environment -   DerivENV | High-Level-State 0
| Agent   40 | Location (x,y) = ( 100,  83) in Environment -   DerivENV | High-Level-State 0
| Agent   39 | Location (x,y) = ( 200,  15) in Environment -   DerivENV | High-Level-State 0
| Agent   38 | Location (x,y) = (  92,   0) in Environment -   DerivENV | High-Level-State 0
| Agent   37 | Location (x,y) = ( 236,  20) in Environment -   DerivENV | High-Level-State 0
| Agent   36 | Location (x,y) = ( 124,  77) in Environment -   DerivENV | High-Level-State 0
| Agent   35 | Location (x,y) = ( 201,  86) in Environment -   DerivENV | High-Level-State 0
| Agent   34 | Location (x,y) = (  91,  91) in Environment -   DerivENV | High-Level-State 0
| Agent   33 | Location (x,y) = (  61,  53) in Environment -   DerivENV | High-Level-State 0
| Agent   32 | Location (x,y) = ( 326,  91) in Environment -   DerivENV | High-Level-State 0
| Agent   31 | Location (x,y) = ( 219,  93) in Environment -   DerivENV | High-Level-State 0
| Agent   30 | Location (x,y) = (  93,  60) in Environment -   DerivENV | High-Level-State 0
| Agent   29 | Location (x,y) = ( 275,  89) in Environment -   DerivENV | High-Level-State 0
| Agent   28 | Location (x,y) = ( 313,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   27 | Location (x,y) = ( 355,  91) in Environment -   DerivENV | High-Level-State 0
| Agent   26 | Location (x,y) = ( 208,  55) in Environment -   DerivENV | High-Level-State 0
| Agent   25 | Location (x,y) = ( 213,  89) in Environment -   DerivENV | High-Level-State 2
| Agent   24 | Location (x,y) = ( 252,  18) in Environment -   DerivENV | High-Level-State 0
| Agent   23 | Location (x,y) = ( 182,  44) in Environment -   DerivENV | High-Level-State 0
| Agent   22 | Location (x,y) = (   2,  48) in Environment -   DerivENV | High-Level-State 1
| Agent   21 | Location (x,y) = (  65,  66) in Environment -   DerivENV | High-Level-State 2
| Agent   20 | Location (x,y) = ( 385,  26) in Environment -   DerivENV | High-Level-State 0
| Agent   19 | Location (x,y) = ( 269,  48) in Environment -   DerivENV | High-Level-State 0
| Agent   18 | Location (x,y) = ( 254,  16) in Environment -   DerivENV | High-Level-State 0
| Agent   17 | Location (x,y) = ( 334,  85) in Environment -   DerivENV | High-Level-State 0
| Agent   16 | Location (x,y) = ( 398,  82) in Environment -   DerivENV | High-Level-State 0
| Agent   15 | Location (x,y) = ( 296,  85) in Environment -   DerivENV | High-Level-State 2
| Agent   14 | Location (x,y) = (  46,  27) in Environment -   DerivENV | High-Level-State 0
| Agent   13 | Location (x,y) = (  77,  40) in Environment -   DerivENV | High-Level-State 0
| Agent   12 | Location (x,y) = ( 121,   7) in Environment -   DerivENV | High-Level-State 0
| Agent   11 | Location (x,y) = (  81,  69) in Environment -   DerivENV | High-Level-State 0
| Agent   10 | Location (x,y) = ( 114,  25) in Environment -   DerivENV | High-Level-State 0
| Agent    9 | Location (x,y) = (  22,   8) in Environment -   DerivENV | High-Level-State 0
| Agent    8 | Location (x,y) = ( 302,  95) in Environment -   DerivENV | High-Level-State 0
| Agent    7 | Location (x,y) = ( 149,  93) in Environment -   DerivENV | High-Level-State 0
| Agent    6 | Location (x,y) = ( 124,  47) in Environment -   DerivENV | High-Level-State 0
| Agent    5 | Location (x,y) = ( 329,  87) in Environment -   DerivENV | High-Level-State 0
| Agent    4 | Location (x,y) = ( 267,  18) in Environment -   DerivENV | High-Level-State 0
| Agent    3 | Location (x,y) = (  55,  45) in Environment -   DerivENV | High-Level-State 0
| Agent    2 | Location (x,y) = ( 299,  21) in Environment -   DerivENV | High-Level-State 0
| Agent    1 | Location (x,y) = ( 335,  22) in Environment -   DerivENV | High-Level-State 0
| Agent    0 | Location (x,y) = (   1,  12) in Environment -   DerivENV | High-Level-State 2
	Tally: { S = 86 , I = 1 , R = 63 | Time 22

| Agent  149 | Location (x,y) = (  19,  93) in Environment -   DerivENV | High-Level-State 2
| Agent  148 | Location (x,y) = ( 154,  13) in Environment -   DerivENV | High-Level-State 2
| Agent  147 | Location (x,y) = (  24,  39) in Environment -   DerivENV | High-Level-State 2
| Agent  146 | Location (x,y) = ( 175,  71) in Environment -   DerivENV | High-Level-State 2
| Agent  145 | Location (x,y) = ( 189,   3) in Environment -   DerivENV | High-Level-State 2
| Agent  144 | Location (x,y) = (   6,  75) in Environment -   DerivENV | High-Level-State 2
| Agent  143 | Location (x,y) = ( 168,  83) in Environment -   DerivENV | High-Level-State 2
| Agent  142 | Location (x,y) = (  84,  63) in Environment -   DerivENV | High-Level-State 2
| Agent  141 | Location (x,y) = ( 303,  40) in Environment -   DerivENV | High-Level-State 2
| Agent  140 | Location (x,y) = ( 350,  29) in Environment -   DerivENV | High-Level-State 2
| Agent  139 | Location (x,y) = ( 299,  57) in Environment -   DerivENV | High-Level-State 2
| Agent  138 | Location (x,y) = ( 308,   2) in Environment -   DerivENV | High-Level-State 2
| Agent  137 | Location (x,y) = ( 250,  80) in Environment -   DerivENV | High-Level-State 2
| Agent  136 | Location (x,y) = ( 305,  99) in Environment -   DerivENV | High-Level-State 2
| Agent  135 | Location (x,y) = ( 246,  51) in Environment -   DerivENV | High-Level-State 2
| Agent  134 | Location (x,y) = ( 374,  53) in Environment -   DerivENV | High-Level-State 2
| Agent  133 | Location (x,y) = (  83,  94) in Environment -   DerivENV | High-Level-State 2
| Agent  132 | Location (x,y) = ( 195,  92) in Environment -   DerivENV | High-Level-State 2
| Agent  131 | Location (x,y) = ( 205,  73) in Environment -   DerivENV | High-Level-State 2
| Agent  130 | Location (x,y) = (   2,  93) in Environment -   DerivENV | High-Level-State 2
| Agent  129 | Location (x,y) = ( 325,  63) in Environment -   DerivENV | High-Level-State 2
| Agent  128 | Location (x,y) = ( 170,  31) in Environment -   DerivENV | High-Level-State 2
| Agent  127 | Location (x,y) = ( 114,  29) in Environment -   DerivENV | High-Level-State 2
| Agent  126 | Location (x,y) = ( 218,  46) in Environment -   DerivENV | High-Level-State 2
| Agent  125 | Location (x,y) = ( 398,  92) in Environment -   DerivENV | High-Level-State 2
| Agent  124 | Location (x,y) = (  10,   8) in Environment -   DerivENV | High-Level-State 2
| Agent  123 | Location (x,y) = ( 152,  13) in Environment -   DerivENV | High-Level-State 2
| Agent  122 | Location (x,y) = ( 312,  55) in Environment -   DerivENV | High-Level-State 2
| Agent  121 | Location (x,y) = (  83,  15) in Environment -   DerivENV | High-Level-State 2
| Agent  120 | Location (x,y) = ( 296,  68) in Environment -   DerivENV | High-Level-State 2
| Agent  119 | Location (x,y) = ( 186,  33) in Environment -   DerivENV | High-Level-State 2
| Agent  118 | Location (x,y) = ( 204,  25) in Environment -   DerivENV | High-Level-State 2
| Agent  117 | Location (x,y) = (  35,   9) in Environment -   DerivENV | High-Level-State 2
| Agent  116 | Location (x,y) = (  94,  35) in Environment -   DerivENV | High-Level-State 2
| Agent  115 | Location (x,y) = ( 158,  94) in Environment -   DerivENV | High-Level-State 2
| Agent  114 | Location (x,y) = (  16,  74) in Environment -   DerivENV | High-Level-State 2
| Agent  113 | Location (x,y) = ( 388,  76) in Environment -   DerivENV | High-Level-State 2
| Agent  112 | Location (x,y) = ( 397,  26) in Environment -   DerivENV | High-Level-State 2
| Agent  111 | Location (x,y) = ( 135,  38) in Environment -   DerivENV | High-Level-State 2
| Agent  110 | Location (x,y) = ( 379,  37) in Environment -   DerivENV | High-Level-State 2
| Agent  109 | Location (x,y) = ( 232,  13) in Environment -   DerivENV | High-Level-State 2
| Agent  108 | Location (x,y) = ( 361,  77) in Environment -   DerivENV | High-Level-State 2
| Agent  107 | Location (x,y) = ( 244,  36) in Environment -   DerivENV | High-Level-State 2
| Agent  106 | Location (x,y) = ( 160,  68) in Environment -   DerivENV | High-Level-State 2
| Agent  105 | Location (x,y) = ( 394,  45) in Environment -   DerivENV | High-Level-State 2
| Agent  104 | Location (x,y) = (  32,  81) in Environment -   DerivENV | High-Level-State 2
| Agent  103 | Location (x,y) = (  71,  10) in Environment -   DerivENV | High-Level-State 2
| Agent  102 | Location (x,y) = ( 285,  68) in Environment -   DerivENV | High-Level-State 2
| Agent  101 | Location (x,y) = ( 356,  71) in Environment -   DerivENV | High-Level-State 2
| Agent  100 | Location (x,y) = ( 239,  51) in Environment -   DerivENV | High-Level-State 2
| Agent   99 | Location (x,y) = ( 371,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   98 | Location (x,y) = ( 143,  56) in Environment -   DerivENV | High-Level-State 0
| Agent   97 | Location (x,y) = ( 194,  15) in Environment -   DerivENV | High-Level-State 0
| Agent   96 | Location (x,y) = ( 371,  73) in Environment -   DerivENV | High-Level-State 0
| Agent   95 | Location (x,y) = ( 249,  28) in Environment -   DerivENV | High-Level-State 0
| Agent   94 | Location (x,y) = ( 316,  49) in Environment -   DerivENV | High-Level-State 0
| Agent   93 | Location (x,y) = ( 325,  18) in Environment -   DerivENV | High-Level-State 0
| Agent   92 | Location (x,y) = ( 161,  84) in Environment -   DerivENV | High-Level-State 2
| Agent   91 | Location (x,y) = ( 231,  61) in Environment -   DerivENV | High-Level-State 0
| Agent   90 | Location (x,y) = ( 322,  27) in Environment -   DerivENV | High-Level-State 0
| Agent   89 | Location (x,y) = ( 326,  98) in Environment -   DerivENV | High-Level-State 0
| Agent   88 | Location (x,y) = ( 377,  85) in Environment -   DerivENV | High-Level-State 0
| Agent   87 | Location (x,y) = ( 227,  61) in Environment -   DerivENV | High-Level-State 2
| Agent   86 | Location (x,y) = (  87,  46) in Environment -   DerivENV | High-Level-State 0
| Agent   85 | Location (x,y) = ( 349,  27) in Environment -   DerivENV | High-Level-State 0
| Agent   84 | Location (x,y) = (  87,  89) in Environment -   DerivENV | High-Level-State 2
| Agent   83 | Location (x,y) = ( 131,  40) in Environment -   DerivENV | High-Level-State 2
| Agent   82 | Location (x,y) = (  77,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   81 | Location (x,y) = ( 358,  23) in Environment -   DerivENV | High-Level-State 0
| Agent   80 | Location (x,y) = ( 108,  38) in Environment -   DerivENV | High-Level-State 0
| Agent   79 | Location (x,y) = ( 143,  28) in Environment -   DerivENV | High-Level-State 0
| Agent   78 | Location (x,y) = (  54,  48) in Environment -   DerivENV | High-Level-State 0
| Agent   77 | Location (x,y) = ( 100,  29) in Environment -   DerivENV | High-Level-State 0
| Agent   76 | Location (x,y) = ( 223,  76) in Environment -   DerivENV | High-Level-State 0
| Agent   75 | Location (x,y) = ( 395,  24) in Environment -   DerivENV | High-Level-State 0
| Agent   74 | Location (x,y) = (  17,   0) in Environment -   DerivENV | High-Level-State 0
